,Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
211,SNX18P10,348.228489846402,3.3248593932350703,0.8422089437655629,3.94778447539329,7.887776437630459e-05,0.0187077965594574
516,FBXL13,549.274639194585,3.32973799932984,0.953200928278737,3.4932173275812697,0.00047723794201606795,0.0462105086708551
497,BDH1,376.412498881264,3.3312831107305803,0.948266335440084,3.5130247549962403,0.0004430361974288269,0.0446057026307714
317,HYKK,540.935285329754,3.3502125644904703,0.8940798045811759,3.7471068548068303,0.000178885896152121,0.0282847853598264
229,TMEM43,471.312057163872,3.3506365451027595,0.859671229679347,3.8975790155877696,9.71591259888505e-05,0.0212402522341104
506,FMO7P,399.595186811978,3.35147755852332,0.956371977168544,3.50436612378143,0.00045769563114588397,0.0450851379797721
275,TNFRSF21,580.762183172661,3.3539948001079702,0.877779128297833,3.82100085543382,0.000132911191114701,0.0242691273101372
538,ZNF385D-AS2,570.970844952954,3.35449331015379,0.9661057758274649,3.47218016296474,0.000516249754269385,0.0482052692332327
244,SEPHS2,360.998128535895,3.3559426684398903,0.8655224047560179,3.87736082855752,0.000105595694289728,0.0217571350988183
271,SNORD89,405.357230756948,3.3579552718062597,0.877494159988408,3.82675512262169,0.000129843568154576,0.0240024428322802
321,NCCRP1,915.832047014066,3.3624892490575498,0.900435466656464,3.73429232140676,0.00018824375087311598,0.02941798681686
349,TOB1-AS1,229.361255710008,3.3688325155484904,0.91184976223933,3.6945039139729303,0.00022031650025244,0.0315604955817463
392,BNIP3P12,871.986132086859,3.37306300754384,0.930937061707223,3.6232986592649596,0.000290869637311075,0.0372142906708351
148,PP13,616.006264750628,3.37313170417308,0.820050469068167,4.11332208370786,3.9000564304015706e-05,0.0130781426791254
304,SCARNA4,425.625480450437,3.37527696697813,0.894313135018712,3.77415564505548,0.000160550505559642,0.0264633213252989
162,RPL21P64,602.336138410108,3.37867881316842,0.8280670299437649,4.0801996589549905,4.4997034519221706e-05,0.0136129920651808
170,TCEANC2,364.59191819339304,3.39262539630879,0.8352824098554209,4.06165071391366,4.8726944643333e-05,0.0143277163953885
291,SSC5D,372.60684581543296,3.39277441692056,0.894802629802932,3.79164555838171,0.000149652395123134,0.0256814746729908
193,ADIPOR2,380.400915881296,3.40166040858856,0.850332432408807,4.0003888819721904,6.32384762587765e-05,0.0163401366405411
313,SHISA2,513.782879576734,3.40422649225029,0.9069425377858649,3.7535194903980296,0.000174368967683707,0.0279218027519251
134,INHBA-AS1,371.96684908219004,3.4068860458191903,0.818128511034413,4.164243147463029,3.1238707291308395e-05,0.0116349143801058
514,RNF144A,220.12053837711102,3.4073604876729195,0.9741606686217299,3.4977397439928994,0.00046921877266274805,0.0458112409869041
186,TTLL11,289.782433063482,3.40968142958206,0.849592841115947,4.01331233571062,5.98726059380641e-05,0.0160986871613465
381,MIR4766,464.148597739945,3.41436880468922,0.935714872437237,3.64894147273291,0.000263323081193408,0.0347524061012621
185,SNRPCP3,334.34426288080897,3.41967454493667,0.851143400372077,4.01774194976048,5.87584917569283e-05,0.01588406303242
460,TCEB1P9,390.18952444940004,3.42644422239456,0.963305378326073,3.5569657343226497,0.000375163069272499,0.0413205545180948
152,HOMER2P2,541.9974040371869,3.4284977058153703,0.8345973870503929,4.10796601931891,3.9915881253337e-05,0.0131617677055193
454,TLX3,716.38153110044,3.43308724695916,0.9649767474750459,3.55768909037669,0.000374131768067657,0.0413205545180948
122,P2RX6P,242.52598642765201,3.4369102687326003,0.8151771032171651,4.21615162541802,2.4850670537585398e-05,0.0101586712626043
326,COL24A1,845.230992392728,3.43953217213569,0.923595712826308,3.7240668447997898,0.000196038983049743,0.0300498635588273
207,CEACAM19,378.133964093815,3.4425031260575496,0.8714750769583249,3.9502026128765295,7.80850639606772e-05,0.0186913655972223
142,TLL1,202.069211400124,3.45345815129807,0.8336691564309169,4.14248041283298,3.4356971900479605e-05,0.0120804398890071
175,AP1S3,406.98041050955004,3.454359387506,0.856184265929021,4.034598070729279,5.46958421968786e-05,0.0154233351650429
123,HLA-W,646.612624360522,3.4561330878973595,0.8219561945027271,4.20476554713269,2.61352930848025e-05,0.0105128693727756
499,TYK2,1052.89223319706,3.4568851228436297,0.9841480779625659,3.51256604595546,0.00044380168606799903,0.0446057026307714
354,KRT18P7,356.63360898045096,3.45943771283252,0.9375589189542979,3.6898349990537,0.00022439955101677403,0.0317906762684781
308,OR52S1P,608.083708327923,3.46743707883358,0.92050734895054,3.7668760415511797,0.000165303023849446,0.0268983862206279
417,LENEP,1247.19754449021,3.4685828250904,0.9653250634288879,3.59317597408048,0.000326671809456811,0.0392055337741586
319,GUSBP9,514.020946249575,3.46887202325206,0.9277817941402879,3.7388877914622496,0.000184836200202226,0.0290429655699004
235,MTND4P13,271.393428437093,3.4733931200968398,0.89330701755566,3.88824116662715,0.000100973271982456,0.0213320886073524
