"","STAT3","QSOX1","NAA20","PBDC1","CDH12","C17orf102","UBE2H","POLR2F","NTPCR","MMRN2","OR13C9","RBM6","PLD3","USP36","OR2C1","FUT1","RPS27AP2","CTBP2P6","RNA5SP40","CYP1D1P","EEF1A1P4","RPS2P40","LRCH4","NSFL1C","SKIV2L2","SRRM2","CRTAP","ZNF547","EFNA3","OR2T35","RPL5P15","SEPT4-AS1","MIR563","TMOD4","MIR320C2","CDK5RAP3","SNORA64","TUBBP5","PENK","HOXB9","FXYD6-FXYD2","TMEM27","TBC1D28","CHRDL1","HERC4","DHX9","RPS2P8","MIR4317","PTPRCAP","AIMP1P2","MLPH","PYCR1","CCM2","DDX11L1","FARSB","RPS3AP53","RBMY2DP","GAPDHP15","LSM14B","C19orf35","BMS1P13","PAN3-AS1","SNORA76C","TRIM40","DPPA2P4","RAB39B","TMIE","TWIST2","PPP1R2P1","MAG","DNMT3A","SLC15A5","RPL22P7","GLRX3P1","MIR4650-2","GFM2","MRPS36","RALY","NDUFB2-AS1","DLEU2L","RPS27P17","AADAC","AFAP1","LIMS3","SEC13","TCL1B","MIR10B","LINC01226","PTCHD4","LRMP","BTBD1","DPP8","C2orf83","ZBTB12","STX1A","KIF23","RPL39P25","PAXIP1-AS2","RALGDS","HNRNPA1P39","WBSCR16","TKT","OR4A43P","ARHGEF2","RNU7-82P","LINC01068","UBE2E2","MIR3654","HCG24","TRAF6P1","GLUD1","RPL7P6","BRDT","RBMY1B","SH3GLB1","OR7E89P","TMEM106B","LINC00499","STAG3","DAOA","UPRT","USP40","SDR42E1P1","MIR6859-2","GIMAP8","FOXK2","AMFR","ACSL1","MIR3661","RPL37P3","MROH8","DNM1P33","NQO1","HMGN2P9","BACH1","ADGRA3","GNG8","RPS2P39","POLQ","CCR3","GALM","RPL22P16","ADA","MRPS21P2","TTTY20","MIR7-3","MGME1","RPS15AP13","DGCR14","LINC00704","MIR155HG","EIF5A2P1","NRROS","PTPN5","RFX5","EIF3EP2","PA2G4P2","MTTP","OR5BR1P","SLCO2B1","RPL7AP67","SMYD4","IL10RB-AS1","BAIAP2","TPP2","IGHEP2","LINC01468","OR5J1P","RPSAP7","B3GNT7","MSANTD4","SUMO1P3","RN7SKP4","IRX1","MYCN","DEFB4A","MRPS35P1","TTTY4C","GYS1","SCP2D1","AMDHD2","VN1R64P","MDM4","ELSPBP1","SEBOX","SNHG7","PPP2CBP1","RPS27P13","KSR2","AICDA","LINC01532","ATG3P1","HSD17B13","COX7BP1","CECR7","ENO1P1","ETV1","MS4A8","UMODL1","ZNF667","SYK","SIRPAP1","NLRP9","ADRBK2","POGLUT1","IGHD3-16","SAPCD2P1","GBP5","SLC26A5","TLR10","GOLGA8S","ZSCAN26","CICP15","AKAP8","MIR126","SEPT14","SNX18P7","CEP83-AS1","FBXO27","ANHX","COMT","C19orf25","SUGT1","CES3","TCEB1P12","MIR4752","OR5BJ1P","PROL1","RPS6KA5","RPL9P28","NONOP2","FERMT2","TECR","SLC6A3","IQSEC3","DCDC2C","IGH","GAPDHP47","RPS8P8","RPL14","RNVU1-18","SNORA29","TBX19","DOC2GP","MIR99AHG","GBP7","HSD17B3","H3.Y","HMHA1","RPS3P5","COA3","UQCRFS1P3","PCCB","BLACE","MIR4649","DNM1P19","WDR6","PPM1B","RPL37AP4","FGF12-AS1","TMEM47","IZUMO4","SETP22","CT45A7","SPAG7","FCF1P6","RPL21P132","UGT1A8","LINC01018","FPGT-TNNI3K","DNASE1L1","RPS2P19","ARL2BPP9","LYVE1","ANKRD34B","RAC2","C14orf183","POLH","OR4K13","IGKV1-35","PRADC1P1","MPPE1P1","ZDHHC23","SYCP2","PCDH9","AQP9","ZNF32-AS1","CACYBP","SLC25A24P2","MIR181C","IKBKGP1","AMOTL1","CEACAM18","MTND2P2","ATP9A","ACSM6","VKORC1L1","CBX3P4","C1GALT1C1","RHOXF1","RNU7-4P","TMTC1","KRT8P6","NANS","GBAS","LINC00998","GOLGA6L7P","RHOBTB3","PPP1R11P1","ZNF358","SS18L2P1","LRRC8E","LIMD2","CDKN2B-AS1","SNORA33","TPRX1","MIR378E","RPS15AP38","PPP1R11P2","OSR2","RNA5SP326","MEP1AP4","IGFL3","SOX21-AS1","ALDH7A1P4","MIR378A","GOLGA8CP","IL9RP3","AKR7A2P1","ZUFSP","MTVR2","KLHDC10","RICTOR","RMI1","SDAD1P4","UBA52P8","OR51E2","EHMT1-IT1","LYSMD3","DNMT3AP1","SDCBPP1","RPSAP59","USP9YP30","CHN1","HHLA3","SPATA2","NPM1P31","OR8D1","PEX7","CSAG4","LINC01480","RPL6P24","L1TD1","RPL5P3","SPANXN5","EXOGP1","CLEC3B","ETV4","SETP8","CASP3","DLG2","RPS27AP16","DPCR1","TNKS1BP1","TNFRSF21","WDR3","PRKY","C6orf203","LINC01500","MIR7152","KHDRBS3","RPS26P38","RAB3GAP2","ACTG1P2","MS4A4A","condition"
"496100283",17.26,8.17,19.46,4.37,8.02,1.58,21.37,10.79,19.05,2.62,0.36,31.84,90.61,6.44,0.49,2.85,0.64,0,0,0.69,1.61,0.41,4.38,15.99,14.74,60.83,10.12,2.88,6.96,0,0.21,0.27,0,0.12,0,26.45,8.6,0.7,0.84,0,0.1,0.16,0.09,7.92,22.46,26.98,0.77,0,0.28,0.3,0.18,2.08,18.35,0,21.15,0,0,0.74,18.15,1.2,0,0,2.88,0,0,7.64,2.41,0.3,0.1,22.78,10.43,0.17,0,0,0,11.55,9.67,16.85,0.76,5.29,0.31,0.05,5.57,0.79,15.61,0.07,0,3.44,7.51,3.49,26.79,21.02,1.86,1.77,43.8,0.34,0,2.01,25.33,0.5,5.43,32.53,0,24.71,0,0,23.52,0,0,0,104.06,0,0.78,0,13.43,0.29,21.21,0.33,1.79,0,6.56,7.06,0.34,0,1.09,11.58,30.31,14.09,0,0,2.41,0.14,6.6,1.54,11.59,12.34,0.38,0,0.8,0,2.51,0.25,1.32,0,0,0,2.2,1.43,4.88,0,1.53,1.88,0.39,31.45,6.59,0.2,0.88,0.27,0.06,10.25,0,7.78,1.15,21.8,11.57,1.03,0,0,0,0.91,18.74,2.09,0,0,1.23,0,0,0,5.86,0,2.43,0,13.29,0,0.46,12.89,0,0,14.93,1.36,0.68,0.29,2.94,0,1.12,0,7.05,0.12,0.35,9.67,1.66,1.1,0.11,17.13,4.69,0,0,1.35,0.17,3.01,1.28,13.25,0.22,6.5,0,2.71,3.16,0.19,11.35,0,13.72,5.12,21.84,4.61,0,0,0.57,0,11.61,0,1.96,18.66,26.85,0,15.44,0.1,1.23,0.46,0.12,93.55,6307.36,0,0.23,0.21,8.82,0.13,1.8,0.22,2.08,0.1,18.83,0.09,16.14,0.09,0,1.18,14.03,30.58,0,0.3,18.29,3.66,0.2,0,16.51,0.15,0,0,3.61,4.38,3.99,6.02,1.81,3.01,0.29,0.55,0.17,5.56,0,0,0.11,0,9.42,3.64,102.73,0.85,0.72,25.99,6.02,0,0,4.72,0,1.57,80.52,0.45,9.82,0.33,3.53,0.78,0,11.63,0,7.01,23.06,11.65,1.8,30.36,0,13.67,0,0.17,5.76,1.01,3.48,0.05,0,0,0.96,0.05,0,0,1,1.32,0,0,0,0.13,0.63,5.16,0.42,14.95,15.26,2.94,0.04,1.43,0.53,1,4.88,0.04,8.07,0,0,346.66,6.11,9.58,0,0,3.47,0,1.68,0.92,2.31,1.49,0,0.07,4.32,0.42,0,4.3,46.62,0,0,5.94,16.66,5.45,1.63,6.95,0,0,47.8,0,11.66,0,1.27,"Dementia"
"496100290",19.41,7.94,18.33,5.3,8.65,1.56,23.35,9.26,20.86,2.9,0.16,26.87,101.29,4.29,0.75,2.52,0.29,0.12,0,0.53,2.24,0.41,3.13,16.66,15.78,48.69,9.76,2.94,6.98,0,0.38,0,0,0,0,20.44,14.33,0.6,1.16,0,0.29,0.24,0.18,9.4,24,29.41,0.54,0,0.17,0,0.11,2.63,17.45,0.45,18.09,0.1,0.01,0.61,16.75,0.57,0,0,5.83,0,0.14,9.26,1.68,0.07,0.16,6.82,11.53,0.05,0,0,0,13.36,9.85,16.06,0.65,4.24,0,0.1,6.94,0.75,15.67,0.07,0,3.07,8.07,4.36,30.61,22.5,1.1,1.39,30.61,0.31,0,1.93,23.22,0.66,4.95,39.33,0,19.76,0,0,24.71,0,0.44,0.1,75.59,0,0.87,0,13.36,0.29,23.58,0.3,1.94,0,7.51,5.58,0.11,0,1.11,11.72,31.8,13.21,0,0,1.72,0.04,14.29,1.35,15,16.07,0.43,0.24,0.97,0.04,1.81,0,0.84,0,0,0,2.06,1.75,3.74,0,1.25,0.8,0.53,34.66,7.8,0.26,0.96,0.19,0,11.03,0.12,6.52,0.53,22.39,11.58,0.89,0,0,0,1.01,21.1,1,0.8,0,0.88,0,0,0.04,4.26,0,1.55,0,10.73,0,0.14,11.61,0,0.25,15.79,1.01,0.59,0.27,2.21,0,1.83,0.02,5.18,0.23,0.07,10.53,1.72,0.95,0.25,20.42,4.84,0,0,1.25,0.21,2.44,1.14,13.25,0,6.11,0,2.88,2.93,0.12,10.53,0,10.78,5.06,24.26,4.12,0,0,1.13,0,13.56,0,2.06,19.66,25.06,0,11.07,0.04,1.13,0.24,0,117.86,6602.77,0,0.35,0,7.37,0.13,0.51,0,2.49,0,22.52,0.16,17.68,0,0,0.97,14.17,29.09,0.32,0.42,17.71,3.13,0.33,0.27,17.63,0,0,0,3.46,5.17,2.72,5.99,0.87,3.72,0.38,1.57,0.4,4.83,0,0,0.1,0,9.87,3.31,96.15,1.07,1.2,33.05,5.67,0,0,4.99,0,1.76,85.51,0.68,10.08,0.6,5.42,1.34,0,19.91,0,8.04,23.85,11,1.47,24.73,0,12.69,0,0.16,4.32,1.23,0.8,0,0,0.72,0.66,0.04,0,0.02,0.51,1.61,0.62,0,0.12,0.16,1.51,7.08,0.1,13.78,15.66,2.56,0.08,1.75,0.31,0.78,6.57,0.31,6.3,0,0,390.33,5.21,10.53,0,0,2.26,0,0.86,0.56,2.02,1.73,0,0,3.41,0.64,0.13,5.36,51.46,0,0,4.91,16.74,5.9,1.33,9.4,0.11,0,58.18,0,12.43,0,3.94,"NoDementia"
"496100292",20.74,7.07,13.29,3.37,5.61,0.71,20.33,11.03,17.34,4.22,0,31.03,61.8,5.85,0.33,2.23,0.33,0,0,0.64,1.48,0.67,6.46,14.87,13.32,84.48,11.17,3.12,5.66,0.13,0.74,0,0,0,0,35.28,14.87,0.66,0.71,0,0.23,0.05,0.19,7.95,21.1,25.92,0.65,0,1.34,0,0.19,1.45,16.86,0.33,11.24,0,0,0.53,15.76,1.2,0,0,4.76,0,0.3,6.25,1.57,0.13,0.18,24.53,13.55,0.06,0,0.22,0,10.33,6.37,15.48,0.49,3.74,0,0,5.8,0.54,14.47,0.14,0,3.1,6.95,2.47,28.84,19.57,1.55,1.76,21.36,0.23,0,2.71,29.93,0.63,7.03,30.09,0,20.68,0,0.42,17.43,0,0.49,0.22,100.34,0,1.18,0,16.05,0,20.73,0.17,2.77,0,5.34,8.17,0,0,2.05,11.93,30.35,16,0,0.26,1.73,0.09,8.1,0.9,12.41,16.99,0,0,1.05,0,2.15,0.5,1.41,0.19,0,0,3.2,1.21,4.83,0,1.91,1.77,0.72,21.14,7.67,0.32,0.5,0.23,0,13.21,0,8.3,2.33,25.81,11.3,0.47,0,0,0,1.1,20.89,2.07,0,0,1.68,0,0,0,4.88,0,3.29,0,13.74,0,1.25,15.58,0,0,14.72,1.61,0.43,0.38,3.53,0,1.33,0,6.77,0.13,0.18,9.49,2.49,0.09,0.17,13.91,5.01,0,0,1.27,0.46,3.27,0.44,12.63,0,7.33,0,2.88,3.72,0.08,9.37,0,16.5,7.51,22.39,4.84,0,0,0.58,0,11.82,0,1.58,20.53,30.67,0.02,16.03,0.06,1.17,0.27,0,94.94,5694.59,0,0.3,0,8.7,0.07,2.48,0,4.29,0.41,17.97,0,15.17,0.1,0,0.78,19.42,38.36,0,0.46,20.08,4.18,0.16,0,14.34,0,0.24,0,2.83,6.05,2.37,4.3,1.24,3.53,0.18,0.45,0.18,5.71,0,0,0.22,0,4.12,4.22,120.73,1.14,0.27,21.37,5.52,0,0,6.1,0,1.51,59.72,0.15,8.56,0.67,4.36,0.68,0,13.4,0,6.31,20.1,9.06,1.86,51.8,0,24.05,0,0.13,4.16,1.14,11.49,0,0,0.43,0.24,0,0,0,0.7,2.55,0,0,0,0,1.62,5.3,0.11,11.45,15.63,2.73,0,0.73,0.58,1.11,6.15,0.49,8.16,0,0,221.29,8.12,10.61,0,0,1.9,0,1.33,0.85,3.1,1.18,0,0,1.43,0.98,0,5.1,38.64,0,0,7.27,12.01,3.93,1.58,7.3,0,0,40.64,0,10.38,0,0.84,"NoDementia"
"496100296",20.89,7.22,13.04,4.42,6.35,0.65,19.39,11.46,14.71,3.31,0,34.8,83.02,9,0.7,4.08,0.14,0,0,0.45,0.98,0.5,6.34,17.39,6.22,94.27,11.45,3.12,5.93,0,0.36,0,0,0.06,0,27.16,13.01,0.85,0.84,0,0.09,0.27,0.19,10.04,24.08,24.62,0.95,0,0.73,0,0.52,2.18,20.43,0.55,11.36,0,0,0.32,15.47,0.98,0,0,3.93,0,0.32,5.38,2.63,0.05,0.09,8.6,12.5,0.17,0,0,0,7.87,7.05,13.76,0.68,4.28,0,0,5.03,0.7,15.84,0.12,0,3.03,10.45,3.05,24.43,16.94,2.91,1.89,32.7,0.28,0,2.32,26.8,0.59,5.73,38.13,0,18.38,0,0,18.27,0,0,0.09,100,0,1.32,0,14.19,0.21,18.4,0.28,2.71,0,6.45,8.38,0,0,1.92,12.57,30.12,12.51,0,0,1.71,0.14,11.69,1.19,14.02,21.57,0.08,0.34,0.9,0,3.32,0.21,1.95,0,0,0,2.93,2.48,4.18,0,1.95,2.25,0.86,25.14,8.49,0.27,0.9,0.33,0,11.89,0,8.11,2.31,29.31,9.93,0.89,0,0,0,0.92,20.68,1.98,0.25,0,1.37,0,0,0.05,5.41,0,1.99,0,15.03,0,0.4,12.94,0,0,17.04,2.01,0.26,0.32,3.18,0,1.27,0,6.97,0.11,0.24,10.33,2.29,0.03,0.33,15.68,4.6,0,0.05,0.89,0.57,3.83,0.67,13.43,0,6.09,0,3.55,5.2,0.08,13.45,0,14.49,6.63,23.15,5.09,0,0,0.57,0,12.51,0.11,1.82,19.72,27.3,0.02,17.04,0.08,1.27,0.34,0,106.71,5824.98,0,0.2,0.18,7.66,0.21,2,0,3.85,0.52,16.1,0,10.5,0.12,0,1,19.69,31.33,0,0.26,26.57,4.5,0.25,0,15.16,0,0.41,0,2.57,3.95,2.5,7.28,2.55,12.81,0.38,0.76,0.3,7.35,0,0,0.27,0.13,5.09,4.32,99.12,0.89,0.23,24.76,6.22,0,0,5.3,0,1.32,58.61,0.3,9.06,1.99,5.1,0,0,14.81,0,7.12,20.54,9.02,1.25,39.9,0.21,25.46,0,0.06,6.02,0.86,1.55,0,0,1.07,1.04,0.01,0,0,0.64,1.82,0.19,0,0.06,0,1.74,5.93,0.18,13.2,12.67,1.74,0.07,1.65,0.86,1.47,5.94,0.45,7.47,0.08,0,227.02,5.84,9.23,0,0,1.82,0,0.65,0.33,3.64,0.92,0,0,2.77,1.1,0,5.45,40,0.18,0,8.4,13.16,3.57,2.02,7.66,0,0,39,0,8.91,0,1.31,"Dementia"
"496100305",16.08,8.07,25.35,5.92,6.34,2.07,21.74,12.68,22.51,1.93,0.13,24.81,98.32,3.63,0.23,3.14,0.11,0,0,0.38,0.83,0.27,2.11,15.84,20.47,19.78,9.19,2.65,6.47,0.06,0.5,0.09,0,0,0,19.81,7.01,0.93,1.93,0,0.25,0.15,0.28,13.09,26.77,36.05,0.35,0,0.45,0.21,0.08,3.14,17.89,0,25.91,0,0,0.2,18.13,0.31,0,0,2.19,0.03,0,11.06,2.02,0.19,0.05,7.03,6.03,0.08,0.17,0,0,20.4,13.63,18.41,0.42,3.09,0,0,5.67,0.45,18.48,0,0,1.93,7.55,4.88,47.4,24.63,0.96,0.65,43.48,0.36,0,1.48,13.67,0.71,5.53,41.18,0,18.31,0,0.29,20.94,0,0,0,114.26,0,0.56,0,9.97,0.05,26.82,0.57,0.81,0,9.25,3.94,0,0,1.77,8.81,36.19,9.85,0,0,1.58,0.06,10.66,0.66,14.88,13.6,0.27,0,0.54,0,2.53,0.52,0.6,0,0,0,2.6,0.84,4.45,0,1.4,1,0.24,30.49,9.27,0.14,0.34,0.31,0,7.45,0.09,5.93,0.8,17.49,13.4,0.55,0,0,0,0.46,24.1,0.5,0.21,0,1.28,0,0,0.01,3.79,0,1.52,0,8.73,0,0,15.1,0,0,8.23,0.61,0.73,0.05,1.72,0,1.1,0.13,9.75,0.21,0.12,9.96,1.67,0.52,0.08,19.64,3.53,0,0,0.54,0.12,1.62,1.52,11.1,0.15,7.27,0,2.35,1.87,0.09,7.68,0.02,11.58,6.67,30.21,2.78,0,0,0.26,0,12.12,0,1.62,22.03,27.97,0,5.63,0.13,0.72,0.23,0,142.25,3140.01,0,0.16,0,6.39,0.12,0.93,0,2.19,0.14,35.68,0,23.72,0,0,0.43,12.18,29.61,0,0.32,19.79,4.29,0.17,0,20.02,0,0,0,4.21,4.91,3.64,4.97,0.59,3.94,0.36,0.95,0.18,3.94,0,0,0,0,11.51,2.27,96.09,1.83,0.19,46.97,3.55,0,0,6.28,0,1.02,86.22,0.24,10.55,1.16,6.2,0.77,0,19.14,0.04,12.63,25.15,14.05,0.25,34.95,0,9.87,0,0.03,4.19,0.46,1.29,0,0,0.46,0.17,0.01,0,0,0.27,1.35,0,0,0.08,0.03,1.57,7.67,0.07,16.94,14.41,1.96,0,1.17,0.21,0.36,5.67,0.13,3.95,0,0,565.18,5.02,7.7,0,0.06,4.67,0,0.26,0.3,1.25,0.57,0,0.02,2.36,0.31,0,5.47,40.97,0,0,4.33,15.63,7.47,0.06,12.01,0,0,68.15,0,15.68,0,1.55,"NoDementia"
"496100318",25.71,6.51,16.94,5.05,8.56,0.4,27.24,9.66,15.45,3.03,0,31.23,71.22,11.23,0.09,2.2,0,0.07,0,0.38,1.21,0,3.26,12.95,15.09,61.6,8.23,3.69,12.35,0.09,0,0.29,0,0.08,0,19.91,5.62,1.16,3.9,0,0,0.28,0.52,5.92,29.96,31.67,1.1,0,0.2,0,0.17,3.1,16.43,0.04,10.55,0,0,0.4,15.08,1.57,0,0,1.53,0,0,8.16,5.26,0.21,0.11,6.04,19.26,0,0,0.11,0,13.17,9.4,14.96,1.57,3.56,0,0,5.58,1.06,15.4,0.08,0,2.62,7.22,3.64,27.13,15.57,1.57,1.24,25.41,0.28,0,2.55,24.46,0.58,4.61,49.64,0,15.8,0,0.59,21.97,0,0.26,0.23,72.28,0,1.13,0,14.6,0,20.61,0,2.14,0,8.72,6.03,0,0,1.44,14.48,33.14,23.33,0,0,1.01,0.1,26.05,1.1,11.34,17.35,0.41,0.14,0.85,0,2.66,0.26,1.14,0,0,0,1.96,1.28,3.86,0.06,1.95,1.4,0.31,26.95,7.74,0.57,0.24,0.56,0,9.7,0,6.77,0.82,44.52,12.05,0.61,0.09,0,0,0.99,21.14,2.81,0.63,0,0.78,0,0,0.09,6.17,0,1.3,0,10.72,0,0.16,14.48,0.06,0,13.91,1.27,0.32,0.39,2.84,0.21,1.36,0.05,4.59,0.07,0.17,9.49,1.87,0.07,0.18,15.86,4.2,0,0,0.98,0.3,2.5,0.39,13.29,0.32,7.57,0,3.22,5.57,0.14,9.71,0,12.51,5.36,29.77,4.55,0,0,0.4,0,11.33,0,3.67,21.2,23.31,0,14.04,0.14,1.11,0.5,0,108.1,2827.75,0.88,0.28,0.22,11.76,0.04,0.3,0,2.66,0,16.4,0,8.58,0,0,0.69,17.91,27.52,0,0,24.62,2.46,0.2,0.24,11.13,0,0,0,3.13,2.54,2.74,9.06,1.63,6.86,0.26,0.93,0.37,5.4,0,0,0.11,0,11.33,3.25,105.68,1.98,0,51.09,5.33,0,0,6.42,0,1.07,78.31,0.16,10.43,1.06,4.97,0.36,0,24.77,0,7.24,12.41,9.35,0.78,38.96,0,16.24,0,0.05,2.36,1.19,0,0.1,0,0.45,1.03,0.06,0,0,0.84,1.38,0.24,0,0.01,0,0.82,5.15,0.11,14.99,13.18,1.77,0.05,2.56,0.39,0.71,6.97,0.17,6,0,0,319.08,5.05,14.5,0.07,0,0.85,0,0.2,0.42,2.39,1.58,0,0.04,1.94,0.69,0,5.26,47.97,0.31,0,7.26,12.15,5.6,3.19,8.41,0,0,61.61,0,10.15,0,2.93,"Dementia"
"496100320",15.8,7.43,24.19,5.34,8.88,0.98,22.99,10.18,24.6,1.39,0.1,28.91,66.67,3.91,0.81,2.83,0.32,0,0,0.39,1.23,0.47,1.74,15.23,19.87,25.82,9.57,2.78,5.97,0.17,0.31,0,0,0.17,0,19.06,7,0.3,1.93,0,0,0.1,0,9.94,26.19,36.73,0.29,0,0.46,0,0.17,1.19,12.52,0,25.83,0.11,0,0.65,18.08,0.39,0.18,0,0.28,0,0,10.78,2.73,0.06,0.12,29.64,7.58,0.03,0,0.21,0,17.22,15.09,15.75,0.41,4.16,0,0,5.98,0.6,17.35,0.07,0,2.43,6.67,4.84,48.78,26.04,1.4,0.57,49.69,0.29,0,1.93,14.78,1.12,4.87,21.57,0,23.23,0,0.27,21.43,0,0,0.11,103.49,0,0.63,0,12.85,0.22,29.23,0.16,1.74,0,7.24,7.34,0,0,0.77,8.4,38.5,18.11,0,0,2.1,0,6.32,1.21,13.39,15.09,0.44,0.13,0.51,0,2.06,0.24,1.9,0,0,0,2.39,2.6,4.1,0.06,1.67,0.57,0.32,21.72,10.66,0.39,0.16,0.34,0,6.85,0,6,1.51,12.31,14.73,0.28,0,0,0,0.51,24.97,0.66,0.58,0,1.57,0,0,0,3.72,0,0.62,0,13.46,0,0.15,12.98,0,0,8.26,1.22,0.54,0.15,2.46,0,1.04,0,12.29,0.12,0.05,10.8,1.53,0.29,0.27,21.05,4.38,0,0,0.94,0.27,2.31,0.76,10.47,0,6.45,0,2.07,2.21,0.16,8.93,0,9.5,4.12,28.24,2.93,0,0,0.09,0,11.76,0,1.2,19.92,21.99,0,6.32,0,0.95,0.2,0,111.56,3245.43,0,0.14,0,8.09,0.13,2.61,0,1.51,0.2,30.9,0,25.44,0.04,0,0.5,14.15,36.02,0.35,0.6,19.57,2.55,0.41,0,19.42,0,0,0,2.61,3.8,1.55,5.94,0.41,2.86,0.22,0.34,0.09,4.15,0,0,0.21,0.07,13.11,2.39,138.03,1.18,0.27,43.07,4.7,0,0,5.92,0,1.15,87.1,0.19,12.46,0.98,6.66,0.19,0,13.82,0,9.55,26.25,15.49,0.36,32.11,0,7.67,0,0.09,3.68,0.77,0,0,0,0.21,0.71,0,0,0,0.2,0.76,0.67,0,0,0,1.25,8.32,0,15.67,17.29,2.2,0.09,0.71,0.33,0.61,6.69,0.16,5.04,0,0,498.28,4.75,6.48,0,0.09,3.18,0,0,1.09,1.92,0.97,0,0,2.67,0.42,0,7.86,51.68,0.58,0,3.66,13.13,7.75,0.95,10.47,0,0,53.54,0,16.19,0,1.22,"NoDementia"
"496100327",38.59,8.32,16.02,4.75,2.42,0.45,31.84,7.65,14.48,4.11,0.32,33.7,56.63,7.3,0.87,3.15,0,0.17,0,1.81,1.49,0,4.57,14.19,12.17,88.38,13.59,1.77,9.92,0,0.56,0.24,0,0.15,0,23.44,0.82,0.27,0.22,0,0,0.37,0.5,11.17,16.8,26.56,1.32,0,1,0,0.39,2.22,15.81,0.27,10.81,0.2,0.01,0.66,11.03,1.82,0,0,0,0.04,0.13,3.7,1.54,0.17,0.07,19.45,16.91,0,0,0.09,0,7.95,9.52,18.87,0.49,3.34,0,0,7.78,0.98,15.47,0.06,0,2.92,4.26,3.52,29.11,17.02,2.38,1.7,22.98,0.17,0.83,2.79,50.51,0.67,6.62,35.64,0,15.84,0,0,12.56,0,0,0.05,148.25,0,0.9,0,24.32,0,19.32,1.02,1.86,0,4.9,9.69,0.1,0,2.65,12.39,30.64,12.43,0,0,1.85,0.35,12.21,1.31,12.94,27.45,0.6,0.23,0.5,0.04,2.84,0,1.89,0,0,0,3.76,1.72,3.49,0,1.21,1.68,0.57,26.33,7.55,0.59,0.05,0.42,0,17.5,0,6.76,1.72,30.26,12.12,0.97,0,0,0,2.63,30.65,1.33,0.26,0,1.41,0,0,0.02,8.7,0,3.59,0,16.67,0,1.1,12.51,0,0.31,6.35,1.26,1.17,0.13,3.14,0.18,1.42,0.02,8.65,0,0.42,7.92,1.18,0.08,0.54,9.42,2.62,0,0,1.21,0.72,2.38,0.29,14.27,0,9.47,0,2.7,2.64,0.11,10.02,0,18.2,6.66,15.63,5.01,0,0,1.01,0,9.87,0,1.88,39.91,30.19,0,17.93,0,0.97,0.35,0,82.9,1085.96,0,0.23,0.19,10.55,0.12,1.99,0,3.17,0.18,17.8,0.08,14.39,0,0,1.05,18.58,40.68,0.63,0.41,26.22,5.59,0.38,0.09,12.28,0,0.43,0,1.57,3.42,3.71,7.66,2.38,8.03,0.12,1,0.16,6.16,0,0,0.76,0,3.76,3.11,110.44,1.01,0.68,12.65,4.32,0,0.75,8.93,0,1.13,48.46,0.09,8.22,0.6,3.89,0.1,0,14.01,0,4.34,26.47,10.08,1.43,95.78,0,17.5,0,0.15,3.14,1.26,0.83,0,0,0,1.08,0.01,0,0,1.55,3.07,0,0,0,0.41,0.96,7.59,0.38,11.73,11.66,2.44,0.08,0.65,0.65,1.26,4.68,0.23,12.22,0,0,102.57,3.76,8.31,0,0,2.02,0,0,0.98,2.83,0.81,0,0,2.86,1.3,0,4.07,25.34,0.75,0.03,9.28,9.89,4.09,2.04,7.74,0,0,32.23,0,8.8,0,0.76,"Dementia"
