"","SUCLA2P2","HAGLR","RPL21P136","PODXL","PAQR3","SPATA3","SORD2P","RPS3AP11","RPS3AP33","LINC01069","TRF-GAA12-1","SIGLEC18P","CIAPIN1","RERG","CDC23","RNF112","MT1L","HIST1H3I","LPO","METTL14","PDE1C","TCTN3","HCG18","DLGAP1","RPL9P31","SMN1","LETM1","CTNNA2","RPL18P13","BNIP3P1","MIR610","RFTN1P1","DPY19L2P3","ANO7P1","GAPDHP64","CH25H","MIR548AV","DEDD2","MIR6511A3","RIMKLBP2","ARNT2","CLSTN3","MTIF2P1","CT47A9","ANKRD55","C1orf54","CCDC13-AS1","MARK2P11","DCAF4L2","GPR176","GALR2","SNORD115-47","TPTEP1","SNORD115-13","PBK","DNM1P27","HHAT","SPATA31E2P","OXT","TRBV6-4","VAPA","RPL5P9","MIR144","OR5H8","STX7","UQCRC2P1","RPSAP29","MIR3131","HLA-DPA3","LAMA1","RNU12-2P","LINC01265","RRP15","RNF114","KDSR","NUMB","MIR4523","MIR4781","ASPSCR1","OR4F5","DEFB108P4","RPS2P32","NDC1","KRTAP26-1","GADL1","METTL6","SNORD114-10","GTF2I","IGHD1-1","DRG2","SNORD112","ERVV-1","DGCR2","PCAT29","VPS13B","SEPT6","MED8","PM20D1","CREB5","PDLIM1","PAN3-AS1","MIR4426","FAM24B","MRPL42P3","FAM19A2","ESF1","RPL21P74","TRIM47","OTX2-AS1","SLX1A-SULT1A3","HOXA10-AS","SRIP2","MIR3935","PTTG1IP","C11orf68","AQP8","SAR1AP3","COG3","KCNRG","PDHB","AKR1B1P3","NIP7","OR5A1","CHMP5","SIM1","TIGD2","EIF3EP2","MIR545","REXO1L10P","AGXT","PSMB7P1","KRT19P4","ICK","EGFR","RNA5SP503","UBE2V1","RPS7P3","TFAP4","ZNF454","CCL25","CYP4F23P","RPS16P4","FLJ43315","PMM2P2","RNA5SP274","TUBB7P","LCN10","UNC5A","SIPA1L2","EHD2","SNORD115-42","SNX9","C19orf12","VAT1L","OBSCN","EGLN1","OR8D4","BMS1P6","SMARCD3","RPL17P33","COL24A1","MIR6088","LINC01493","URGCP-MRPS24","SIL1","RPL36AP40","WDR60","EXOC5","PBX2P1","IL36RN","ZNF138","ZSCAN12P1","FAM71E2","IGIP","LINC01124","FAM215A","TTLL7","RPS2P28","ZFP3","CNR1","IAH1","RPSAP56","RNA5SP440","DKFZp779M0652","TJAP1","ASMTL","PRICKLE2-AS2","SNORA36A","PPIAL4G","MIR499A","SNORA32","NOL12","CD96","TSEN2P1","SNX18P27","RPS6P12","C11orf71","TIMELESS","MIR3188","MIR22","LYPLA2","ZNF474","APOM","EIF2AP4","IQCF6","RPL37AP6","PHF5EP","ATP10A","TEDDM2P","NINJ2","SPATA31D2P","FRRS1","MIR6796","NUP93","RPL7AP67","RPL13AP13","ATP5LP2","IGHV1-45","ARL10","HMGN2P27","SLC16A1-AS1","MIR4450","CYP26B1","BAHD1","NUDT15P1","SPACA7","OR5R1","MS4A18","SNORD115-3","SEC63","ZNF571-AS1","USP32P4","HDHD1P2","MARCH2","DNAJA3","MIR24-1","RASGRF1","CRYL1","LINC00487","C11orf49","CD200","ZNF549","RPF1","TMEFF2","ARF4P4","NOMO1","FAM74A1","ZNF334","CNTN4-AS2","MSH2","MARCKSL1","DDAH1","RNA5SP271","MYO5BP2","ADCY8","NOS3","WFDC6","GLB1L","TPP1","JKAMP","PSMC4","RMDN2","ZADH2","IGHV1-58","IZUMO3","RNA5SP322","LINC01433","COL5A2","RPL7AP28","AGO2","MIR365B","NBPF13P","SYT10","MIR5091","SNORD68","GAS2L2","SYNGR2","MRPS36P5","SETP4","FGD4","RPL7AP5","PMS2P6","SUGT1P2","RPL32P28","NMTRQ-TTG10-1","MACROD2","AP4B1-AS1","HDLBP","KCNH3","COX14","NPM1P50","TEX15","FAM25A","MIR4724","TMEM196","PSMB6","IRF3","PSME2","PCGF3","ENDOV","TBPL2","CCNA2","ZNF12","NUDT19P5","CHRM4","FPR1","MIR6508","PID1","RPL22P12","CICP18","TTLL10-AS1","PRAMEF12","MAGEB18","CRHR1","SAMD8","CEACAMP10","PRMT8","IGHV3-36","CLDN8","OR52W1","MIR26A2","COX10-AS1","MIB2","CTBS","TSKU","RPL7P1","NBEAP4","LRRC37A3","MIR5587","T1560","KIF25-AS1","SNRNP25","ZNF586","MIR711","RNA5SP459","KCTD20","TRAJ44","ETS2","RPS2P45","RPS26P24","CYP1A2","RNU6-2","ATP5G1P6","TOX","LINC01351","GGN","COX20","AP3S1","PDCD11","TRBJ1-2","CDCA3","IGLV3-1","KDM5C","TPCN2","FTH1P1","GNG3","TAP2","RNA5SP285","FANCE","OR4C5","MEAF6","WFDC3","RNF122","ARAP3","DDIAS","PRKAG1","HBBP1","SPATA5","ODF3B","SNX11","AK2P2","LIG3","ASAP1-IT2","CTHRC1","condition"
"496100277",0,7.93,6.65,9.27,9.12,0.14,0.47,0.2,0,0.03,0,0,5.95,0.78,5.86,2.79,3.31,0.34,0.03,10.15,68.39,4.67,15.29,4.96,0,8.06,9.22,15.17,0.24,0.14,0,0.4,0.58,0.15,0.06,0.39,0,4.91,0,5.93,27.09,2.31,0.14,0,0.24,4.49,0,4.32,0.07,1.46,0,0,5.99,0,0.04,0,0.94,0,0,0,29.17,0,0,0,27.85,0,0,0,0,1.98,0,0,5.39,23.53,15.92,9.45,0,0,6.12,0,0,0.66,4.14,0,0.02,14.41,0,70.87,0,6.64,0,6.7,13.02,0.18,21.65,4.46,9.12,0.32,15.76,1.98,0,0,1.64,0,0.68,12.05,0.45,10.29,0.41,6.1,0,0,0,48.85,7.61,0.12,0.23,8.75,4.52,23.51,0.34,3.73,0,21.13,0,3.52,0.43,0,0,0,0,0,10.81,6.1,0,18.76,0.28,2.32,2.94,0,1.99,0.95,0.47,0.11,0,0,0.15,0.95,5.58,2.13,0,17.7,4.43,3.15,0.41,25.94,0,10.88,16.06,0,0.84,0,0,0,6.37,0.16,8.61,16.54,0.03,0,19.94,1.01,0,24.65,0.04,3.21,187.51,0.19,5.54,0.64,17.14,0,0,0.24,26.1,5.37,0.29,0,0.11,0,0,5.91,1.71,0,0,0,8.17,3.54,0,0,4.21,0.46,1.14,0.21,0,0.33,2.08,2.6,0,13.51,0.1,3.06,0,7.89,0,0,0.2,0,11.05,0.33,5.53,0,0.5,3.14,0.06,0,0,0,0,17.01,2.67,2.29,0,14.99,12.25,0,27.71,25.97,0.07,15.32,9.69,4.62,5.81,14.37,0.13,21.6,0,6.34,0,10.29,80.52,24.59,0,0.06,4.21,1.67,0.13,3,20.13,15.59,19.89,2.98,6.92,0,0,0,0.23,0.67,0,19.88,0,0,0.47,0,0,0.3,25.71,0,0,16.19,0.35,0,1.48,0,0,0.88,6.7,49.21,0.83,10.02,0.07,0.66,0,0,0.81,29.57,6.87,11.4,13.94,3.87,0,1.75,9.66,0.99,0.08,4.89,0,3.7,0.1,0.08,0.99,0,0,0.17,22.34,0.42,0.48,0,0,0.16,0,5.9,3.8,7.56,9.86,0,0.52,4.22,0,1.31,0.05,7.91,7.51,0,0,16.83,0,13.86,0.75,0,2.43,1.38,0.14,1.24,1.3,0.24,11.98,15.21,5.32,0,0.33,0,14.89,2.82,0.52,6.17,4.46,0,1.1,0,12.49,0.23,1,1.43,0.19,10.33,0,8.8,0.24,5.14,0.2,11.16,1.96,1.56,"NoDementia"
"496100278",0,5.3,5.54,8.89,13.46,0.12,0.05,0,0,0.06,0,0,5.86,0.39,6.62,2.87,3.5,0.91,0.02,12.42,57.04,4.15,10.22,4.63,0,11.94,7.41,7.89,0,0.08,0,0.35,0.87,0.2,0.06,3.48,0,6.41,0,8.06,24.05,2.64,0.05,0,0.25,4.86,0.31,3.2,0,1.41,0,0,4.26,0,0,0,1.22,0,0,0,33.44,0,0,0,33.36,0,0,0,0,3.51,0,0,4.1,24.69,18.66,11.03,0,0,4.75,0,0,0.23,4.5,0,0,14.9,0,66.52,0,6.14,0,4.88,13.09,0,18.11,4.01,8.44,0.33,21.91,3.07,0,0,2.03,0,0.42,11.98,1.58,15.23,0.31,4.14,0,0,0,49.4,8.28,0.08,0.54,7.67,7.07,32.08,0.3,3.2,0,27.6,0,2.65,0.17,0,0,0,0,0,9.08,2.79,0,21.21,0.25,2.83,2.43,0,1.86,1.69,0.12,0,0,0,0,0.61,9.22,3.16,0,23.1,4,3.68,0.43,18.4,0,12.47,16.5,0.4,0.6,0,0,1.21,9.14,0.51,5.51,20.53,0.12,0,18.76,0.75,0,20.93,0.04,1.8,141.67,0.41,3.15,1,22.54,0.28,0,0.39,19.31,4.35,0,1.76,0,0,0,5.86,1.56,0,0,0,9.66,3.1,0,0,3.26,0.2,1.94,0.13,0,0.35,2.02,2.16,0,17.15,0.11,1.35,0,9.17,0,0,0,0,9.83,0,4.77,0,0.32,4.24,0,0,0,0,0,19.99,2.37,2.31,0,14.31,12.8,0,21.74,28.13,0.15,12.75,16.07,3.17,6.68,17.19,0.03,25.66,0,5.64,0,10.33,119.72,27.59,0,2.25,2.88,1.7,0,2.13,26.72,19.09,15.95,2.25,7.3,0,0,1.05,0.12,0.71,0.3,22.24,0,0.07,0.11,0,0,0.04,41.41,0,0,13.89,1.02,2.31,1.94,0,0,1.04,5.29,51.28,0.73,13.9,0,0.28,0,0,0.68,25.42,8.52,18.94,14.95,2.91,0,3.68,9.2,0.3,0.13,18.14,0,2.41,0.1,0.14,0.69,0,0,0,25.08,0,0.47,0,0,0.17,0,5.22,2.75,5.55,10.73,0,0.51,5.55,0,1.01,0,7.37,6.82,0,0,17.42,0,12.71,0.61,0,1.86,1.89,0,1.47,0.66,0.25,10.83,23.24,4.76,0,0.52,0,13.88,3.12,0.27,5.05,5.51,0,2.03,0,14.3,0.11,0.97,0.92,0.21,12.39,0,7.2,0.68,6.17,0,9.31,2.53,1.19,"NoDementia"
"496100284",0.29,0.65,3.94,11.1,12.33,0.09,0.53,0.56,0.97,0.23,0,0,10.82,2.58,5.87,9.72,1.1,0,0.04,9.77,17.9,4.83,14.29,70.27,0,14.23,10.13,53.25,0,0.13,0,0.53,1.84,0.11,0.14,1.95,0,7.05,0,6.66,53.07,45.92,0,0,0.58,5.37,0.17,3.11,0.03,7.13,0,0,0.93,0,0.04,0,2.42,0.03,0,0,30.06,0,0,0,28.91,0,0.17,0,0,1.71,0,0.11,5.58,13.08,9.87,11.75,0,0,3.82,0,0,0.42,3.94,0,0,14.26,0,53.51,0,7.73,0,6.03,19.9,0,18.72,13.51,11.07,1.01,5.69,1.9,0,0,1.51,0,11.8,9.12,0,5.8,0.23,2.75,0,0,0,23.9,14.13,0.07,0.44,9.74,1.96,23.43,0.32,3.99,0,21.57,0,2.22,0,0,0,0,0,0.07,5.87,5.96,0,33.8,0.27,2.49,4.18,0,1.65,0.58,0.18,0.49,0,0,0.09,20.03,11.88,2.58,0,10.05,9.63,13.94,1.27,15.73,0,10.97,28.19,0,5.35,0,0,0.36,5.52,0.18,10.34,16.06,0,0,19.95,0.56,0,30.28,0,3.66,72.93,0.33,3.09,12.47,21.12,0.17,0,0.42,6.37,7.05,0.78,0,0.19,0,0,4.97,0.89,0,0,0,4.42,1.35,0,0,5.41,0.32,0.53,1.45,0,0.37,1.6,1.94,0,3.16,0.03,1.68,0,11.02,0,0,0.23,0,12.03,1.49,4.2,0,5.27,3.85,0,0.08,0,0.04,0,17.75,2.23,1.12,0.04,18.87,11.45,0,21.02,18.61,0.04,25.32,26.92,5.1,5.52,19.19,0.33,29.39,0,6.44,0.88,15.03,37.07,45.59,0,0,3.98,2.09,0,2.26,16.31,13.72,21.62,5.85,11.37,0,0,0,0.13,5.88,0.16,8.86,0,0.08,1.16,0,0,0.27,8.83,0,0,10.74,0,0,2.73,0,0,4.31,7.14,43.9,17.48,12.57,0.25,0.63,0,0,3.84,31.72,7.41,13.82,12.7,4.61,0,1.45,8.7,0.96,2.13,9.48,0,8.7,0.11,1.05,0.6,0,0,1.33,22.14,0.4,8.02,0,0,0.27,0,5.49,4.46,3.35,11.93,0,1.5,5.61,0,0.85,0.37,15.72,7.94,0,0,14.77,0,27.79,0.76,0,2.01,5.67,0.16,9.54,2.07,0.2,9.11,30.22,5.59,0,0.78,0,14.33,5.73,0.59,62.38,4.23,0,1.21,0,25.68,0.12,0.6,1.62,0.33,14.25,0,5.07,0.4,5.36,0,7.79,2.86,1.44,"Dementia"
"496100297",0.5,0.96,4.81,12.97,10.95,0.08,0,1.09,0,0,0,0,7.96,2.73,5.48,10.5,2.16,0.19,0.08,8.78,17.15,3.99,14.41,50.4,0,11.19,11.11,47.16,0,0.08,0,0.54,1.75,0.18,0,0.92,0,6.83,0,5.65,50.87,35.32,0.11,0,0.3,2.83,0.17,3.83,0,7,0.07,0,1.55,0,0.08,0,3,0.03,0,0,26.07,0,0,0,23.36,0,0,0,0,1.52,0,0.11,4.51,15.08,11.12,12.82,0,0,3.99,0,0,0.18,3.58,0,0.09,13.19,0,57.47,0,6.45,0,6.15,18.65,0.39,19.24,12.55,9.15,1.14,4.88,1.6,0,0,0.88,0,9.45,10.37,0.5,5.72,0.3,4.34,0.07,0,0,25.37,11.48,0.08,0.26,9.4,2.64,19.78,0.5,3.98,0,18.42,0,2.25,0.27,0,0,0,0,0.07,5.78,6.24,0,27.2,1.16,1.98,4.65,0,2.12,1.68,0.24,0.48,0,0.05,0.21,21.41,13.44,2.09,0,9.54,8.79,12.57,1.44,18.15,0,10.23,35.51,0,5.16,0,0,2.45,7.37,0.36,12.15,14.53,0.16,0,25.05,0.87,0,30.98,0.08,4.47,86.61,0.11,4,16.11,16.21,0.08,0,0.14,7.12,5.61,0.76,0,0,0,1.02,5.67,1.05,0,0,0,3.69,2.04,0,0,5.23,0.38,1.02,1.18,0,0.36,2.32,3.39,0,2.11,0.07,1.32,0,11.04,0,0,0,0,14.44,0.36,4.25,0,2.83,4.99,0,0.08,0,0,0,15.19,2.17,1.22,0.13,17.49,11.25,0,18.3,18.34,0.08,22.68,21.55,5.34,5.35,14.8,0.13,23.67,0,5.38,0.43,16.39,32.3,50.93,0,0.07,4.12,1.55,0.14,2.48,22.68,12.1,16.97,5.52,12.39,0,0,1.05,0.26,6.48,0.47,10.78,0,0.07,1.72,0,0,0.4,8.67,0,0,12.21,0.1,4.53,2.43,0,0,3.42,5.7,45.74,17,11.95,0.08,0.83,0,0,5.37,24.4,7.55,12.26,16.35,3.17,0,1.84,8.94,0.94,2.03,2.63,0,9.77,0,0.75,0.85,0,0,1.87,22.99,0,4.55,0,0,0.27,0,6.4,5.46,2.62,12.83,0,1.55,10.52,0,0.95,0.12,13.24,8.64,0,0,14.68,0,26.53,0.65,0,2.02,8.45,0,6.97,2.11,0.19,8.16,28.63,5.31,0,1.41,0,15.33,5.7,0.77,38.68,3.51,0,1.19,0,16.9,0.08,0.54,1.29,0.08,9.65,0.13,7,0.18,5.39,0,7.52,3.38,1.19,"Dementia"
"496100306",0.34,1.09,3.8,10.88,13.77,0.04,0.19,0.31,0.35,0.03,0,0,12.39,5.34,6.47,8.13,0.62,0,0.11,12,24.44,6.95,12.34,46.4,0,10.41,8.55,44.53,0,0.15,0,0.35,1.48,0.28,0,0.53,0,9.54,0,5.41,42.9,28.17,0,0,0.8,8.57,0.62,2.93,0.05,7.88,0,0,2.65,0,0,0,2.31,0,0,0,33.94,0,0,0,34.98,0,0,0,0,1.49,0,0,7,15.35,9.74,12.08,0,0,4.07,0,0,0.55,4.69,0,0.02,17.76,0,61.26,0,7.12,0,4.22,17.57,0,16.5,11.92,9.4,0.38,5.98,2.59,0,0,1.3,0,8.52,10.81,0.48,3.57,0.32,2.51,0,0,1.27,33.39,9.82,0.08,0.58,9.44,3.77,32.29,0.42,3.77,0,30.53,0,2.41,0.39,0,0,0,0,0,7.69,5.49,0,27.32,0.54,1.99,3.12,0.16,1.42,0.72,0.19,0.46,0,0.05,0.59,8.86,12.72,2.21,0,12.84,8.75,17.82,0.55,17.95,0,8.21,24.13,0.14,2.18,0,0,1.91,6.21,0,8.44,20,0.03,0,21.47,0.45,0,26.57,0.07,1.82,101.06,0.21,4.02,16.11,25.64,0.32,0,0.78,10.68,5.72,0.31,0,0,0,0,4.5,1.09,0,0,0,5.58,1.35,0,0,5.11,0.1,0.55,0.59,0,0.7,2.04,4.73,0,7.73,0.07,1.98,0,12.22,0,0.28,0,0,8.68,0.71,3.29,0,2.87,3.61,0,0.07,0,0,0,16.68,2.16,1.22,0.04,19.73,14.92,0,16.97,19.21,0.04,21.24,31.53,4.63,7.25,20.1,0.21,30.29,0,5.94,0.42,16.18,53.22,48.89,0,1.98,4.1,1.61,0.14,2.02,15.72,16.86,21.83,5.33,11.25,0,0,0,0.12,3.84,0.15,10.5,0,0,1.19,0,0,0.21,11.26,0,0,13.17,0.28,5.21,1.8,0,0,4.85,5.03,56.13,9.16,18.72,0.08,0.61,0,0,5.36,30.86,7.07,19.89,14.61,3.71,0.06,2.07,9.35,1.2,1.24,2.95,0,10.53,0.1,0.28,0.57,0,0,0.75,21.93,0.15,5.93,0,0,0.68,0,4.51,3.28,4.67,9.55,0,1.22,7.53,0,0.66,0.11,15.66,6.43,0,0,17.61,0,27.58,0.18,0,2,7.85,0,4.81,1.73,0.11,9.34,36.53,5.63,0,0.73,0,19.18,3.1,0.28,53.48,3.35,0,1.16,0,27.55,0.16,0.17,0.92,0.1,18.31,0,6.32,0.46,5.93,0,7.78,2.24,1.52,"NoDementia"
"496100307",0,1.57,6.25,28.7,4.91,0.1,0.12,0.58,0.33,0.03,0,0,5.19,2.2,4.05,6.48,2.51,0,0.06,7.32,23.47,3.15,14.24,24.85,0,7.82,10.39,27.67,0,0,0,0.43,0.85,0.59,0,0.2,0,4.35,0,2.74,45.39,10.13,0.06,0.01,0.64,4.35,0.34,4.44,0.05,2.87,0,0,3.13,0,0,0,1.42,0.02,0,0,15.54,0,0,0,15.46,0,0,0,0,1.45,0,0,3.33,17.77,10.04,9.88,0,0,5.76,0,0,0.44,2.41,0,0,10.95,0,50.21,0,4.18,0,7.2,17.84,0.27,18.5,5.18,7.37,0.67,9.08,0.85,0,0,0.41,0,2.46,12.74,0.18,6.23,0.4,6.97,0,0,0,30.08,8.68,0,0.25,6.67,4.3,8.59,0.87,2.47,0,8.63,0,1.41,0.42,0,0,0,0,0,8.78,7.92,0,16.54,0.69,3.24,4.5,0.18,2.28,0.6,0.32,0.51,0,0.16,0.79,15.85,9.54,5.12,0,10.02,5.22,3.55,1.38,16.81,0,7.82,28.49,0,3.68,0,0,0,7.12,0.38,13.46,11.58,0.1,0,14.93,0.63,0.03,41.81,0.04,3.91,105.49,0.34,4.16,3.76,9.59,0.26,0,0.29,13.11,6.36,0.35,0,0,0,0,6.19,1.35,0,0,0,3.79,2.02,0,0,5.56,0.18,0.92,0.55,0,0.38,1.77,9.47,0.12,5.42,0.13,2.25,0,5.96,0.14,0,0,0,13.28,0.39,5,0,2.33,5.27,0,0,0,0,0,12.55,2.3,1.03,0.04,18.57,6.79,0,8.93,17.6,0.17,20.43,9.16,4.85,2.52,15.59,0.1,14.01,0,7.6,0.69,9.28,50.6,25.36,0,0,4.9,3.51,0,2.2,20.29,6.08,10,3.51,7.63,0,0,0,0.14,1.9,0.14,12.42,0,0.15,0.48,0,0,0.35,10.06,0,0,10.39,0.31,1.58,1.58,0,0,1.3,7.17,40.98,13.35,6.78,0,0.78,0,0,2.44,13.05,7.48,11.96,16.74,3.26,0,1.48,8.15,1,1.62,1.85,0,7.18,0.11,0.63,1.26,0,0,1.23,20.22,0.3,1.69,0,0,0.66,0,4.93,5.39,1.22,10.29,0,0.55,11.14,0,1.09,0.06,9.28,9.22,0,0,12.91,0,21.7,0.29,0,3.14,2.27,0.17,3.57,1.07,0.49,6.31,15.02,4.41,0,1.19,0,13.08,6.17,0.92,11.94,2.87,0,1.37,0,9.98,0,0.76,3.83,0.05,5.95,0,5.41,0.28,5.46,0,6.79,3.2,1.04,"Dementia"
"496100317",0,9.63,6.46,10.46,11.77,0.13,0.12,0.11,0,0.06,0,0.18,5.64,0.41,6.81,2.05,2.92,0.59,0.02,11.67,88.87,4.62,14.51,5.09,0,9.11,6.91,12.83,0.42,0,0,0.36,0.65,0.39,0,2.71,0,4.13,0,6.67,25.71,2.73,0,0.01,0.2,6.89,1.33,3.26,0.1,1.11,0,0,4.7,0,0.04,0,1.76,0,0,0,35.94,0,0,0,29.5,0,0,0,0,1.76,0,0.11,3.98,20.63,15.34,9.28,0,0,4.48,0,0,0.66,4.42,0,0,15.44,0,72.61,0,8.51,0,3.04,10.67,0.41,20.14,3.89,11.18,0.71,33.84,1.81,0,0,1.85,0,1.01,15.52,0,6.87,0.28,3.25,0,0,0,61.33,8.11,0,0.49,11.89,6.68,35.93,0.31,3.83,0,24.85,0,2.72,0.27,0,0,0,0,0,18.26,5.73,0,21.24,0.13,1.39,3.16,0,1.39,0.71,0.16,0,0,0.04,0,0.46,5.7,2.15,0,17.96,4.61,3.44,0.28,23.77,0,12.22,13.35,0,0.81,0,0,0.01,7.72,0.19,6.87,20.8,0,0,19.47,1.09,0,28.32,0,3.4,291.71,0.22,6.29,1.01,17.82,0.22,0,0.55,23.1,6.95,0.44,0.5,0,0,0,3.98,0.6,0,0,0,11.4,1.8,0,0,3.39,0.47,3.02,0.42,0,0.78,2.34,2.63,0,38.47,0.08,2.93,0,9.92,0,0,0,0,8.66,1.19,6.24,0,0.75,3.06,0,0,0,0,0,18.67,3.37,2.45,0,18.6,12.99,0,11.18,29.97,0,13.4,12.24,3.86,7.23,25.1,0.04,23.78,0,8.5,0.22,11.05,138.67,28.15,0,1.78,3.86,1.96,0,1.66,26,17.1,21.96,3.93,5.59,0,0,0,0,1.02,0,19.87,0,0.07,0.13,0,0,0.08,28.48,0,0,16.08,0.3,0,1.11,0,0,0.96,5.42,57.68,0.94,13.49,0,0.5,0,0,1.06,37.94,7.3,16.23,15.47,3.26,0,1.7,9.43,0.8,0.14,18.37,0,3.67,0,0.01,0.91,0,0,0,33.67,2.44,0.15,0,0,0.09,0,4.16,2.16,6.66,11.49,0,0.52,5.1,0,1.15,0,7.36,7.23,0,0,21.14,0,12.02,0.47,0,1.38,0.95,0.16,1.41,1.14,0.08,10.5,17.02,5.72,0,0.26,0,13.31,3.02,0.49,5.57,3.94,0,1.32,0,14.38,0.24,0.45,1.16,0.15,15.17,0,8.48,0.54,5,0,9.97,1.68,0.8,"NoDementia"
"496100322",0.07,1.05,5.54,32.38,7.93,0,0.13,1.08,0,0,0,0,4.46,3.81,4.31,3.77,7.76,0,0.04,7.49,18.88,3.64,12.92,15.33,0,4,9.89,26.33,0,0.03,0,0.35,0.93,0.11,0.07,0.54,0,6.15,0,6.05,48.48,6.02,0.05,0,0.26,5.48,0,3.29,0.05,4.45,0,0,3.82,0,0,0,1.46,0,0,0,17.82,0,0,0,20.58,0,0,0,0,2.84,0,0,2.81,22.49,14.39,12.58,0,0,2.98,0.03,0,0.24,3.09,0,0,12.33,0,49.2,0,4.07,0,4.56,17.38,0,16.14,4.5,7.15,0.58,8.45,1.94,0,0,1.03,0,2.25,14.68,0.16,8.51,0.34,3.66,0,0,0,48.77,9.95,0.08,0.45,5.06,3.37,11.42,0.56,3.49,0,10.36,0,1.81,0.22,0,0,0,0,0,9.94,11.69,0,16.05,0.3,2.03,1.9,0,1.53,1.51,0.08,0.12,0,0,0.94,11.31,12.44,5.46,0,10.42,5.68,2.21,0.99,20.17,0,9.31,24.97,0.14,2.66,0,0,0,4.34,0,9.96,15.94,0.32,0,14.77,0.56,0.03,42.11,0.08,3.53,117.74,0,3.53,2.25,10.6,0,0,0.54,8.8,2.72,0.54,0,0.24,0,0,4.77,0.87,0,0,0,4.2,1.72,0,0,5.19,0.17,1.26,0.32,0,0,1.74,10.62,0,3,0.06,1.59,0,4.39,0,0,0,0,11.48,1.46,2.51,0,1.56,6.54,0,0,0,0.04,0,13.36,1.6,0.79,0.04,19.29,8.19,0,4.19,17.81,0.04,20.6,6.63,4.04,4.17,9.58,0.04,15.51,0,5.92,0,8.04,45.64,28.83,0,0,4.59,4.3,0,2.2,24.18,8.94,9.6,4.63,9.32,0,0,0,0.13,0.94,0,12.46,0,0.07,0.52,0,0,0.34,11.54,0,0,13.93,0.68,0.48,0.78,0,0,1.07,4.05,39.23,8.27,7.3,0,1.18,0,0,2.75,15.57,7.04,11.42,13.04,3.1,0.06,1.95,8.29,0.93,0.14,1.46,0,7.11,0.11,0.48,0.7,0,0,0.59,27.33,0.09,1.62,0,0,0.09,0,4.15,3.35,2.52,9.97,0,0.77,12.46,0,0.75,0.36,8.7,7.03,0,0,15.65,0,31.95,0.09,0,1.23,0,0.16,3.59,1.74,0.36,8.37,18.75,4.33,0,0.86,0,11.76,4.91,0.67,9.84,3.49,0,1.04,0,7.91,0.08,1.1,2.61,0.12,5.26,0,5.65,0.06,5.68,0,5.21,2.84,1.66,"Dementia"
"496100323",0,0.69,6.88,26.99,7.65,0.1,0.06,0.31,0.28,0.06,0,0,6.53,4.5,4.8,9.16,4.35,0.18,0.1,8.5,19.71,6.79,13.33,31.8,0,6.48,12.71,50.37,0.13,0,0,0.52,0.98,0.38,0.06,0.83,0,6.48,0,4.15,54.96,23.94,0,0,0.12,5.66,0,3.95,0.02,6.05,0,0,2.17,0,0.04,0,1.65,0.01,0,0,24.44,0,0,0,14.93,0,0,0,0,2.21,0,0.21,4.55,15.98,11.48,12.35,0,0,4.29,0.03,0,0.63,2.63,0,0,11.37,0,59.84,0,6.73,0,6.86,18.5,0,17.08,6.62,7.98,0.46,9.76,3.5,0,0,0.41,0,1.84,11.32,0.16,20.1,0.39,4.37,0,0,0,51.8,10.07,0.08,0.45,8.28,2.59,15.14,0.61,4.39,0,12.86,0,1.74,0.43,0,0,0,0,0.07,6.9,12.1,0,27.46,1.97,1.34,2.83,0,2.38,0.05,0.52,0.23,0,0,0.16,29.04,15.76,6.04,0,11.2,6.76,4.76,1.04,16.05,0,10.07,28.05,0,1.33,0,0,1.44,7.02,0.17,16.26,14.11,0.13,0,13.58,0.55,0,25.82,0.04,3.23,58.39,0.73,4.16,3.53,13.39,0.38,0,1.31,10.24,8.18,0.84,0,0,0,0,4.94,1.62,0,0,0,3.2,0.86,0,0,7.5,0.12,0.99,0.91,0.08,0.34,1.97,7.36,0,3.69,0.15,1.58,0,6.97,0,0,0.22,0,11.17,0.7,2.22,0,4.94,6.57,0,0,0,0,0,16.04,2.14,0.94,0,24.82,10.13,0,16.85,23.28,0,20.84,10.39,4.42,6.06,8.79,0.15,17.84,0,6.01,0,10.29,60.66,66.26,0,1.02,6.73,7.2,0,2.91,27.03,10.11,14.24,4.57,8.15,0,0,0,0.25,1.78,0,14.63,0,0,0.29,0,0,0.23,10.89,0,0,11.56,0,5.45,1.67,0,0,1.72,6.41,43.28,14.56,7.59,0.16,1.21,0,0,1.59,19,7.03,11.06,14.4,2.14,0.06,0.88,7.35,0.6,3.16,4.35,0,7.49,0.1,0.64,1.08,0,0,1.3,28.27,0.47,4.96,0,0,0,0,4.19,6.02,4.45,11.19,0,0.58,8.73,0,0.93,0.23,13.43,6.94,0,0,16.71,0,28.31,0.45,0,2.57,0,0.46,4.31,1.82,0.39,9.38,13.51,4.46,0,0.71,0,14.58,5.21,0.46,23.48,5.39,0,0.95,0,15.47,0.22,1.51,3.01,0.1,8.41,0,3.93,0.42,5.45,0.42,7.55,3.37,0.74,"Dementia"
